,CURRENTCLUB
PlayerId,ClubId
500497,589
63204,589
16335,589
795140,589
77835,589
74776,589
456936,589
620076,589
55346,589
57515,589
70131,589
242018,868
622865,589
93104,589
15185,589
349719,1005
646949,589
70689,1005
727082,589
83877,1005
8691,868
630024,589
180805,1005
44982,589
62415,1005
459697,430
88684,1005
630524,589
646948,589
395295,1005
600041,1005
432384,1038
240244,1005
134369,1005
44913,2553
708410,589
621277,1005
60128,1005
51736,1005
160561,1005
621282,1005
392516,1005
642967,1005
75327,1005
667919,589
79242,1005
210363,276
550116,1005
280239,276
286259,1005
124002,1005
537142,1005
454667,1005
568617,1005
108484,276
319171,276
215167,1005
337716,276
542570,1005
656701,589
42678,276
88595,1005
218306,1025
140206,1025
574669,276
9967,1025
554433,276
387112,1005
631007,276
538063,276
542571,1005
80158,276
32816,1025
371967,276
163542,276
496270,1025
82693,1025
420515,1025
72274,130
240897,1025
458614,1025
530552,1025
284724,1025
542572,1005
423614,1025
459842,1025
338101,1025
355104,130
29962,19
528181,130
130485,19
431470,130
536460,19
121756,19
537488,1025
459248,1025
164108,19
243239,19
7096,19
235413,19
213614,19
287717,19
240415,19
163216,19
403845,19
131758,19
315843,19
167491,19
331467,19
169179,276
503619,19
187860,2832
164231,1005
139316,2832
461909,19
88713,19
187047,19
696796,2832
145025,2832
398275,276
690736,2832
234880,19
153667,2832
315587,2832
603300,2832
185883,2832
337381,19
297367,1005
228761,398
601577,398
61449,398
84545,398
144723,2832
417896,416
238981,416
390159,416
601029,2832
35564,6195
351898,6195
358008,6195
96167,6195
421777,416
418225,416
618502,6195
63531,46
40372,46
555557,6195
54928,46
648638,12
21752,46
358001,410
323147,6574
125069,2832
615355,11282
487843,5
226025,6574
538919,46
354259,2832
395805,19
552223,46
487834,46
34334,19
459953,6574
396067,6574
239941,6574
315870,5
45653,5
401161,5
88685,5
276255,11282
604579,6574
457444,6574
89708,11282
538918,46
51938,11282
357176,6574
390163,6574
543666,6574
10143,19789
136212,19789
539132,5
43942,19789
181477,19789
212325,19789
240497,19789
139607,19789
226169,19789
459128,5
215686,19789
145581,19789
332049,19789
647120,11282
165711,19789
315212,19789
315753,11282
700305,11282
289087,398
29631,19789
121280,11282
511117,11282
224044,398
157849,410
62713,410
398809,410
605634,19789
115607,19789
547827,6574
321079,410
316111,410
154930,19789
429975,19789
56830,410
632112,11282
37981,410
124422,19789
99523,410
36371,12
315852,12
421765,12
623606,19789
564305,416
197749,410
463795,416
540887,410
537509,410
617170,410
488873,410
140804,398
477546,410
421775,398
396516,410
256996,398
12518,398
287638,6574
301240,410
421764,12
562287,416
546627,6574
602607,6574
460035,416
457236,398
77752,11282
498557,416
346776,19789
391931,398
30638,2722
68306,2722
99232,2722
54148,141
462251,398
467783,252
177032,11282
197751,2722
166725,10484
103284,10484
480975,36
437392,141
661322,128
430503,800
702361,3205
477934,114
667398,10484
616893,10484
154414,10484
133734,10484
116611,10484
453916,10484
87299,10484
487633,416
31773,10484
191407,10484
616891,10484
168161,10484
332061,10484
329714,10484
47082,449
141796,10484
353658,10484
8552,2381
382759,10484
58295,2381
42941,2381
457673,2722
170442,2381
558721,10484
248903,2381
112552,2381
607201,449
72422,2381
628080,449
592360,449
508994,449
271511,449
429787,2381
336007,2381
470166,2381
575374,449
616887,10484
477936,449
433325,449
30739,449
338888,6890
144752,126
82713,126
306330,10484
352718,126
170495,126
321706,449
616890,10484
605194,126
63047,126
623615,126
209993,126
248219,126
40205,6890
520405,126
469136,126
15511,6890
27805,6890
21370,6890
7449,6890
327542,126
45624,6890
13217,449
355566,126
366194,449
388361,126
238500,126
288313,449
665404,126
505934,10484
73627,10484
461944,114
148396,114
605196,126
361270,6890
616536,6890
99977,126
197860,114
124286,2381
113586,449
649996,449
8883,3205
58405,3205
602899,10484
685131,114
616898,10484
461947,114
477927,449
213368,3205
617867,3205
461951,114
167042,3205
170239,126
159839,3205
451880,3205
653091,3205
164473,3205
285634,3205
30476,3205
654374,3205
138741,3205
389989,3205
361261,3205
59248,3205
371147,3205
617871,3205
388188,3205
617872,3205
313334,3205
617864,3205
108830,3205
612830,3205
567664,3205
88371,3205
16693,3205
346766,800
699005,3205
558726,3205
24180,800
174835,3205
93690,3205
700365,3205
588171,449
667754,3205
351718,3205
87512,128
261072,128
677252,3205
473887,800
203087,128
461833,800
623851,800
139729,128
194641,128
220722,128
554405,128
160746,128
160567,128
700366,3205
57851,128
190911,128
321370,126
563464,10484
726428,128
552547,128
726431,128
161251,128
623076,128
137764,128
390124,128
481680,128
34285,128
207573,128
61401,128
558720,114
441286,128
656461,128
554390,128
662140,3205
361266,141
35026,141
73734,141
54155,141
137582,141
199856,128
79522,141
806551,128
726460,128
182395,141
262793,141
421766,800
352659,141
38360,36
42267,36
39724,36
623073,128
5782,36
640470,128
276474,128
43722,36
565837,128
477932,141
317818,128
726430,128
176354,36
655902,141
546351,141
361262,141
105892,2722
663398,3205
667392,36
167741,2722
35747,2722
289061,2722
622918,36
84903,2722
727111,128
635163,36
543736,2722
622861,36
17127,2722
71019,2722
47085,2722
79510,2722
261095,2722
44059,2722
240158,2722
222223,2722
457681,2722
628079,36
546185,128
579206,2722
12563,252
637117,2722
94316,128
498043,2722
301236,252
21905,252
524393,2722
241889,252
363610,2722
34344,252
479709,2722
131098,252
318707,2722
435406,2722
396906,141
340151,252
242813,252
283060,2722
190634,252
445434,252
460114,252
512344,252
401065,2722
366948,36
466808,2722
355514,369
528522,369
283193,369
68973,369
22474,369
197304,369
542835,369
345747,369
512993,2441
203608,2441
184885,2441
702372,252
416490,2441
401802,252
107116,369
180061,5818
569488,2441
485732,5818
132024,605
89188,5818
330126,1091
450391,5818
410285,2293
40023,5818
374253,5818
70554,5818
428725,1177
180221,5724
655207,5724
402193,1390
267614,5818
465104,5818
187077,5818
26105,1390
541563,5818
167796,1390
459452,1390
307098,5818
582949,653
73725,653
306795,2414
264576,2414
583760,5818
66360,1390
646108,5818
22479,2414
736034,1390
430623,1390
563812,1390
22827,2414
422539,1390
476735,2414
588853,2414
85605,1390
200194,1390
303187,1390
101922,1390
26669,1390
244018,5818
84467,1390
660979,2414
605444,2414
319599,2414
542710,2414
459504,1390
512257,2414
582869,2414
574461,2414
34572,506
39153,506
407265,506
75615,506
304214,653
29401,506
33923,506
535740,1390
623143,653
5023,506
234733,653
342253,653
96452,653
54996,653
472176,1390
42938,4603
60534,252
363178,506
346562,506
237641,4603
191257,4603
344655,506
99361,4603
651417,653
159003,4603
173405,4603
97159,653
23149,2414
9850,4603
128320,4603
254340,4603
82657,653
342131,653
228087,4603
423194,5818
98215,5818
539087,4603
146020,4603
103433,5818
467235,5818
587776,4603
69514,5818
381370,506
503625,5818
62678,5818
213029,4603
179838,653
36134,4603
345591,1177
623142,653
518854,1177
161617,1177
157383,4603
422950,1177
186383,1177
148364,1177
37227,1177
108315,1177
39524,1177
434792,1177
260662,653
69306,1177
325179,1177
101031,1177
293325,5724
231932,4603
578926,5818
218085,5724
23111,5724
464984,5724
72943,5724
646122,5818
446657,5818
147112,5724
332071,1177
263267,2293
46007,1177
229031,1177
84318,2293
206956,4603
183499,1177
9339,2293
569639,5724
251102,2293
91434,2293
728020,5724
37839,2293
367405,1177
546133,5724
18547,2293
126417,2293
82389,2293
85922,2293
254487,4603
400541,5724
649287,5724
45559,1091
36688,1091
227035,1091
245027,1091
22378,1091
388236,1091
27292,605
64308,605
81588,605
178987,605
634419,2293
658837,2293
256000,2293
221133,2293
738867,2293
214441,605
214625,2293
209569,2293
361272,2293
128931,605
542691,1177
668060,2293
427653,605
95438,2441
33042,605
187908,605
213762,653
171068,2441
113039,2441
234888,2441
609649,605
105776,605
609648,605
621910,605
290088,605
376106,2441
620088,2293
56790,2441
623090,653
416468,1091
135490,605
422929,1053
525971,1053
537956,605
175921,605
264423,206
146155,206
50691,206
52200,206
567505,2441
632716,5818
663347,1053
131303,206
198005,2477
243225,206
540662,265
635802,6676
332802,3060
164937,3060
458537,206
87381,3060
376589,6676
234053,3060
461567,371
244832,3060
106039,3060
75118,3060
324341,3060
279869,3060
329899,3060
545332,1053
427100,2477
600008,2477
565836,3060
358734,2477
143121,2477
274058,2477
160217,3060
266209,3060
74557,3060
363714,2477
98428,3060
119772,3060
259748,3060
383565,2477
694512,2477
383211,2477
755173,2477
396530,2477
36238,6993
628569,2477
226102,2477
789583,2477
131553,6993
526578,6993
288853,6993
419117,2477
213980,6993
313504,2477
789584,2477
537851,6993
635846,6993
562478,1053
404849,6993
360711,3426
404848,6993
728380,6993
461663,6993
455069,2778
73662,3426
462840,3426
422936,3426
721511,2477
365769,3426
670000,2477
191895,3426
37293,3426
345595,3426
462833,3426
726118,3426
517422,3426
34557,190
257366,2778
488763,3426
224458,3426
51349,2778
148343,2778
345589,2778
268327,2778
136054,3426
533399,2778
95707,2477
425707,6993
271773,3426
97727,6993
728381,6993
195062,3426
569743,6993
396395,6993
223522,3426
528444,3426
58043,6993
599686,2778
44855,190
288549,3426
182392,190
345577,190
482838,2778
156116,3426
728382,6993
291947,190
50577,190
341486,6993
623321,6993
795201,6993
46478,190
17880,190
628580,6993
73417,190
752046,6993
178107,190
44357,2477
558244,190
515015,190
87893,2477
426805,2477
339584,190
56354,190
170354,2477
97616,190
542780,2778
461484,190
470830,2477
278917,2477
341485,2477
45611,371
514918,190
311351,371
543501,2778
31552,371
188077,371
497222,2477
361075,371
12688,371
224088,371
587302,2778
159692,371
244261,371
774552,2477
131327,371
322770,371
771906,2477
283214,3426
615314,2477
58945,2477
387153,371
416489,6676
363063,2477
68441,6676
176990,371
176298,6676
492492,3426
658274,2477
416487,6676
334058,6676
584447,6676
682959,6676
540064,6676
584443,6676
162261,265
635803,6676
416359,6676
77855,3426
454287,265
540060,265
271988,6676
226006,265
481690,265
200651,265
140678,206
58995,206
47772,206
540059,265
187147,206
43075,206
309414,1053
462831,1053
135217,1053
369673,1053
37222,1053
490842,1053
370887,265
422947,1053
204141,1053
261055,1053
129085,1053
174859,265
327126,265
230212,6676
402893,265
161255,6676
546186,265
198021,265
236693,265
462829,1053
585202,1053
584118,1053
156775,124
3875,124
400538,206
164292,338
419067,338
240260,2477
135215,5817
78753,5817
567491,265
296781,60551
176412,60551
43404,60551
656108,678
424014,124
577779,873
95435,873
708172,18105
406633,873
531967,18105
183284,873
62688,873
27511,873
60570,265
56698,60551
542445,5817
91380,60551
381815,60551
137704,683
611651,873
399997,371
487428,873
99863,10690
52191,873
157373,10690
423606,10690
248932,10690
561885,10690
651522,60551
383198,16239
62610,16239
454286,683
299973,2477
93077,16239
584450,683
170245,16239
665392,683
111074,16239
628570,10690
91727,16239
91537,16239
293253,10690
659331,873
202659,10690
539444,10690
94925,16239
94923,10690
58238,10690
599675,5817
602487,173
343153,10690
111072,16239
166575,10690
367255,683
92640,16239
111556,16239
644796,16239
168292,10690
34283,683
348532,683
203655,683
748936,10690
115382,683
24977,683
317467,10690
187530,683
127766,683
314862,683
271665,60551
267330,10690
381273,16239
428380,60551
755175,10690
512394,683
174842,683
441422,683
507223,683
481677,683
369155,60551
114940,5817
542596,10690
489716,5817
45298,5817
665048,60551
331975,5817
23379,60551
375657,60551
273973,5817
257740,338
72836,5817
448867,60551
68976,5817
48888,5817
132319,5817
42079,5817
188180,338
248454,10690
181118,338
45826,338
53533,338
236468,338
64313,338
524031,60551
59414,60551
539737,18105
416479,683
599678,5817
537955,683
452607,5817
599677,5817
472866,5817
321417,18105
345078,5817
497719,18105
522091,18105
571478,18105
654311,18105
22831,5817
517081,18105
654384,18105
214448,18105
605326,18105
96498,18105
91991,18105
654385,18105
711232,18105
653862,18105
675102,18105
272934,18105
211117,18105
100163,18105
598972,18105
167553,18105
747315,18105
177276,18105
752040,18105
214927,124
237623,16239
249256,124
345758,124
56872,124
258924,124
771917,18105
145922,124
375955,18105
654393,18105
398675,18105
598992,18105
528915,678
75901,678
320953,18105
418887,60551
189044,678
138091,678
155861,18105
373941,18105
222977,678
20313,678
75453,678
542680,678
256567,678
354613,124
385848,124
44726,173
503867,5817
345584,173
542793,173
422051,124
50580,173
262682,173
63459,173
60317,173
293324,173
542686,678
515016,678
258970,678
331017,678
595751,173
211331,173
369678,173
550659,173
579809,173
654472,173
527139,678
403569,124
65477,1010
290788,1010
725703,1010
567150,124
308801,1010
711231,18105
442942,338
128900,1010
467241,60551
41112,1010
516407,1237
470128,1010
504542,1010
444208,180
396165,1010
503762,1010
733495,1010
646997,1010
421424,180
226968,180
533083,1010
538773,23611
128229,1132
205758,23611
381156,1132
598958,1132
314268,180
315185,180
507472,180
504856,180
186923,180
657863,1132
397102,1132
382552,1132
641441,1132
503683,1132
402874,23611
50935,379
258011,379
337321,379
661284,23611
564841,23611
166580,23611
85324,405
295309,23611
381362,405
176591,405
122317,23611
332144,23611
504966,1010
626888,405
396857,379
66333,405
788283,1132
423571,379
314237,405
46405,405
88971,405
469860,405
51226,379
20007,379
309841,405
37526,379
324223,405
396174,1132
38145,1010
19059,1010
44794,405
359796,18303
269371,18303
73482,405
571188,23611
59047,18303
567880,18303
476367,379
67416,405
242272,18303
572309,18303
91465,18303
271482,18303
130041,18303
577844,18303
58961,18303
587106,379
412596,1010
73517,405
91312,18303
381268,18303
296659,18303
45693,1237
537856,18303
576099,379
751995,18303
344893,18303
830225,18303
572399,18303
599999,18303
415646,543
512175,1237
392762,543
752047,18303
322089,543
85506,18303
183283,543
461665,18303
52787,660
502073,543
52915,660
68778,660
58949,660
76028,660
104505,660
256213,660
525209,18303
184382,543
833483,18303
133858,543
539807,543
258889,989
195652,989
544789,543
417228,660
87672,989
562254,989
421935,660
29975,989
320411,989
249089,989
262980,989
569805,660
571827,543
13573,989
495993,543
61841,989
61819,989
606872,543
398402,989
279455,989
90836,989
277033,989
469064,989
15220,989
655173,989
648699,989
428783,660
262895,1237
249356,989
530915,1237
480987,989
435765,989
411495,1237
44741,1237
123951,1237
79027,1237
480116,989
119164,1237
392773,1237
36291,1237
364258,1237
614603,543
357658,989
67252,543
462820,543
293283,543
655835,989
427927,1237
386201,1237
449020,1237
530916,1237
582078,989
504581,543
77760,148
511550,29
209781,29
175169,29
26399,281
503770,11
503768,11
463758,543
145769,3368
172142,3368
581598,148
192736,1244
353147,29
420808,1003
180767,865
232964,865
20861,865
433183,281
251680,331
45383,331
445631,3368
611198,3368
789328,1244
614195,1244
86792,31
751988,2740
62680,865
514887,865
568006,148
85500,331
382555,31
565419,31
321629,366
528894,11
264660,31
433182,31
373683,366
580801,31
565420,31
433180,31
591375,366
614084,543
347481,31
62144,366
430824,1237
379714,366
655990,31
242532,331
268946,366
590690,366
470606,31
696324,31
351892,366
142419,331
61546,331
505046,31
8184,331
486604,31
520757,331
449496,366
288436,865
283227,865
153582,865
400708,865
217728,1244
364603,1244
156814,1244
374082,331
552655,148
374077,1244
335245,1244
49500,1244
311440,331
458586,331
62913,331
314253,31
131708,1244
156808,1244
528447,865
371990,865
27493,1244
251892,1244
593480,1244
400542,865
203778,3368
125931,3368
425544,1244
523968,1244
299715,3368
727136,1244
49030,2740
634131,331
245048,1244
203617,1244
618495,31
610408,1244
43359,2740
543380,2740
536152,3368
396115,3368
342820,2740
285296,2740
405564,3368
546194,31
789587,2740
429157,2740
518723,2740
791141,2740
497225,1244
436379,2740
59129,2740
568835,3368
771911,2740
794617,2740
537853,2740
774545,2740
339844,2740
791140,2740
461654,2740
248930,2740
794618,2740
114060,331
629531,2740
46741,11
396328,331
654787,2740
771914,2740
298240,1003
246579,1003
73522,1003
6636,1003
433219,2740
10003,1003
110860,29
13507,29
314571,2740
548635,331
42710,148
282823,148
26276,148
195488,148
506965,11
340307,11
197078,2740
466802,281
404386,11
503977,281
314372,1003
554173,148
334126,2740
242281,2740
539435,2740
296903,2740
48066,762
186997,762
51540,762
29124,621
399780,13
274347,13
261502,1108
419325,29
484390,762
634461,1108
88103,418
631002,150
676042,368
439465,621
505674,13
73782,16795
610336,16795
507235,762
178187,237
422466,418
571743,631
52769,631
341263,418
549069,418
745252,2740
349873,940
259930,940
238486,940
118732,237
76032,237
433181,631
587003,631
580765,631
554175,281
485585,631
503976,631
396859,631
623525,418
100722,237
161267,237
164055,940
72319,237
276111,940
142920,237
551182,940
297194,940
442816,237
45912,940
646747,237
784717,237
70946,237
632913,237
408288,237
340339,940
422930,762
251880,16795
636092,940
44779,13
374055,940
632741,940
162074,16795
251888,16795
162079,16795
396341,13
127837,621
40888,621
52469,621
131667,16795
500191,16795
71570,621
461858,368
372051,940
76163,368
12249,368
288376,16795
548188,13
461617,13
37712,368
340870,940
388545,13
396340,13
295082,621
495600,13
396145,368
396109,368
217144,237
370691,150
387321,368
27374,150
566666,150
537367,368
578878,150
256773,762
784429,150
61644,762
81796,762
250431,762
255916,762
633169,150
531413,150
582717,150
256120,150
246277,1108
480958,621
251877,150
93142,1108
631223,16795
45639,1108
76273,1108
46110,1108
351746,1108
312553,762
176140,1108
582718,1108
711628,368
484389,762
186891,16795
630989,150
545647,940
615636,1108
284890,150
375710,1108
294894,1050
630990,1108
111048,2969
216426,2969
242301,237
323934,2969
5348,2969
581781,2969
395523,1420
335221,150
354697,1108
548111,1050
163086,1049
402117,2969
172153,2969
251860,1049
35939,1049
398131,1049
474382,762
644563,2969
568695,347
282421,1108
425400,1420
622992,1049
238716,1420
69436,1420
12029,1420
599263,1049
282724,1049
522788,1421
425028,1108
344575,1420
550862,1420
520054,1421
276768,1421
289587,415
127194,415
484988,1421
307807,1421
373939,1421
93795,714
284727,714
413038,1160
729818,1160
602156,1049
63290,714
44065,714
71571,714
60607,1160
72310,714
341396,1160
389441,1421
629588,415
341393,1420
64598,714
238032,714
412042,714
394285,714
690797,415
47893,415
628496,714
599231,714
495601,714
423166,714
388519,131
220878,415
503851,714
262391,714
147846,415
677311,1420
449844,714
629585,415
463616,415
72578,415
203517,415
694509,415
463608,415
18955,347
694549,415
107662,415
85585,347
82324,347
402004,347
456535,415
164277,415
490884,131
463605,415
582698,415
537127,1160
717421,1160
484987,2969
463617,415
170976,347
341277,1050
222571,1050
15799,1050
44412,1050
345041,1160
739076,347
282727,131
11111,1050
30749,1050
388548,131
504298,1420
412542,714
333361,131
725963,2969
341278,1050
466298,1050
364405,347
204102,1050
355627,131
527964,1050
154171,667
422893,667
56294,667
232854,667
528178,667
36284,3
427605,40
347100,40
99352,40
265569,40
690799,415
139018,417
686454,667
395674,667
272631,417
57420,667
531678,985
591197,969
249636,417
386786,3
494236,417
241231,417
549318,417
312314,40
126528,40
264140,40
76277,40
149577,40
138803,3709
409106,3709
51426,3709
158795,3709
540659,40
288496,162
56810,162
342204,162
345084,162
32213,162
258254,162
1667,162
27941,162
111508,3709
248330,3709
71559,3709
629566,417
482769,417
184892,244
642002,417
696597,417
81543,347
696598,417
119085,40
81386,244
467623,162
395519,273
83002,244
282409,3709
6270,244
333323,3709
95736,3709
120610,273
412045,714
203507,273
346291,273
46473,273
378954,273
92693,244
418662,244
44713,3
569367,244
51176,3
55510,3
600151,3709
16311,38
243541,3709
517372,244
791173,417
286779,3
370844,3
355369,273
5072,3
5303,969
611674,244
130531,273
234006,969
282726,131
148607,969
693312,273
469949,3
725577,244
4811,969
22386,969
79503,3
208167,38
337082,3
422380,38
53400,3
237162,3
485961,969
611673,244
627463,969
198589,38
263118,38
294895,969
612143,969
86848,38
39717,38
31514,38
569388,969
639711,244
452392,3
687035,38
118196,38
58500,38
11268,38
119044,38
452121,38
62121,985
356471,38
496652,985
283286,38
85164,38
203394,985
193632,38
244945,38
258879,985
131480,969
255294,38
616283,667
93176,985
518644,985
536030,985
433991,985
131561,38
531679,985
505219,985
548470,985
585951,244
531677,985
550829,985
344151,969
443263,1082
435485,1082
84150,3
61892,1041
57480,1041
463665,1041
193033,60
82461,60
259350,60
218011,60
289236,681
513158,1082
460683,985
236513,1426
672202,1041
123521,1426
191834,1426
172202,1426
378883,60
2421,38
447730,86
335479,44
300508,44
45662,44
7971,44
126214,44
39306,38
282658,44
18918,44
336382,24
296345,44
569866,681
342966,44
39732,44
50674,1426
241420,1426
47740,1426
439914,1426
228953,1426
59375,681
37363,1426
362746,44
20778,38
428948,681
26065,681
392149,44
335996,44
72799,1426
419255,24
20081,24
16520,24
58178,24
605364,1426
10917,24
532,86
116088,89
36207,86
31159,86
568461,1426
289286,681
434602,681
39094,86
406604,24
606752,24
317735,89
193877,44
569288,24
164265,39
39106,39
206542,39
379879,86
39025,39
247555,39
561702,681
379989,39
51346,86
334238,86
19112,89
196815,89
272159,89
41507,89
92472,89
31910,89
644032,1082
85822,89
405692,39
284270,89
77108,60
30942,60
66005,60
369881,39
294873,1082
336329,24
211530,39
185427,89
506855,39
16831,89
18533,89
293592,60
489343,89
348778,60
393304,89
388058,86
369319,235
19819,18
47285,18
175912,468
224513,89
397696,39
406924,385
176555,235
140803,995
232859,995
73092,995
111036,995
728311,618
369962,468
405568,167
58124,167
377387,167
414318,18
358515,618
4018,167
330635,167
405685,23826
597004,23826
2865,167
410859,235
655414,1416
53408,167
49239,33
227102,33
558709,995
484994,1416
606447,995
545503,167
247300,995
129893,995
344592,995
395602,995
333450,167
238630,1416
343332,167
247459,1416
81698,167
381250,167
131101,1416
540727,1416
111277,167
518860,1416
240892,1416
227085,33
27305,1416
236041,1416
239972,33
28335,1416
560725,995
655143,995
493674,1416
410059,1416
171410,1416
424709,1416
342202,1416
39918,1416
34542,167
466910,995
694498,1416
168933,1416
569387,1416
332305,1416
192492,1416
191395,468
230166,1416
694499,1416
102660,468
405687,23826
188660,468
426685,23826
508961,23826
184381,1283
342967,1283
187298,1283
206744,1283
606451,1416
273432,468
119066,468
471692,468
124866,1283
361086,468
321070,23826
451811,468
341447,468
31041,18
538921,1283
201637,1283
394236,1283
62064,1283
25727,16
229219,468
276566,18
584092,1283
19305,18
345746,18
32779,18
538960,1283
190874,235
188905,235
393240,468
343184,235
247007,235
504089,18
578292,44
241501,235
187601,235
386109,16
440491,1283
314214,16
467426,23826
392154,18
530902,1416
441213,235
412935,16
346621,235
126552,618
91415,618
44045,618
29434,618
444380,468
27306,618
18012,235
313399,235
149652,618
22390,618
323788,235
96382,468
39910,618
517294,235
300582,16
17313,235
418658,618
289614,235
268176,618
558139,618
594992,618
273383,385
227352,235
104267,1283
354136,385
526784,385
562275,385
661150,385
620912,618
339335,385
260979,385
340453,235
187507,385
262389,385
565673,385
355368,385
275949,385
319300,385
272957,235
434682,385
116918,385
432672,385
465836,618
397497,385
76560,317
225339,317
354278,317
79501,82
89591,82
154819,27
343337,27
387201,385
342364,127
134936,583
250686,1090
360519,1090
241477,1090
308469,235
15760,383
38434,383
136109,385
483974,27
30059,15
29993,15
119211,15
59032,15
16498,15
326028,383
30697,1090
60971,1090
354609,127
182879,385
513235,202
72462,234
553217,385
159668,234
361101,383
389078,15
415807,383
45538,234
56601,234
191987,234
538045,583
387241,234
158104,234
30290,234
81775,383
222825,306
226074,306
342012,1090
228572,306
454576,234
355512,306
390814,306
412959,234
111180,306
430800,234
252986,234
161060,127
257808,306
469858,82
405397,317
476648,1268
229228,1268
484362,306
155158,306
67220,1268
56371,1268
342240,1268
375391,202
318549,234
513332,202
335100,202
134657,1268
538964,202
56534,1268
412943,1090
273004,1268
159032,1268
163663,1268
206743,1268
420189,202
477979,306
189053,1268
338032,202
223849,1268
373977,202
435026,1268
238595,202
264748,306
79573,202
619892,1268
412951,1268
84405,1268
453525,1268
490511,202
503642,202
355816,202
43249,202
463610,583
61588,1268
105565,1268
223572,127
192167,127
358870,127
562648,1268
10503,127
374283,127
162812,127
412953,234
347642,127
160954,127
598281,127
240408,127
57598,127
254934,127
44017,27
345780,27
317444,27
379961,127
48081,127
213751,127
93841,127
58874,82
259150,127
406614,27
284346,82
251327,317
340172,317
251676,127
350357,27
39665,1268
18021,317
328959,317
381724,82
356640,27
324861,82
337092,82
335954,82
151636,127
441994,82
401319,317
232500,317
268957,317
412823,317
226026,317
128219,317
515638,2424
1257,127
107969,403
205519,403
160971,127
173750,499
50303,499
25427,499
329814,82
39522,1269
345562,2424
480457,202
485582,610
143182,979
437842,403
619736,403
195308,979
66587,979
405833,979
84711,979
291981,979
67815,979
332220,979
477306,499
443308,1304
174692,2424
380459,475
345763,475
122676,533
45717,979
10329,533
699758,1269
450201,1304
241500,1304
143155,1304
124084,1304
273431,1304
63356,1304
263555,1304
608943,979
36923,1085
193515,1085
530289,979
315140,1304
386164,1304
597512,979
605893,533
321099,533
549954,1304
324111,1304
502561,499
150535,1085
578392,533
33710,1085
361034,1304
229854,1085
372478,1085
48703,1085
523228,1085
48206,1085
372459,1085
424328,234
292398,979
86811,1085
24202,1085
149928,1085
181486,1085
358200,1085
671801,1085
177184,1085
55977,1085
347090,1085
631472,1085
231650,1304
741015,3508
593956,1269
290384,1085
280700,475
84363,1085
381248,475
206740,475
648021,1085
58175,1085
407841,1085
232848,475
41100,475
86204,1304
532900,1085
541402,1085
190705,1085
491705,475
403013,475
597095,475
299121,1269
322985,1269
789562,475
540990,475
367423,475
56611,1269
93393,1269
131821,1269
395122,475
128897,3508
158052,1304
331840,475
426648,475
178217,475
457729,1269
19312,3508
555703,1085
151567,3508
340745,475
9593,3508
460611,1269
198394,3508
212718,3508
323010,3508
287025,3508
61612,499
258911,499
109881,499
337673,499
452580,475
345323,475
393023,3508
415085,403
540678,1269
480022,403
417827,403
415642,403
31880,403
222320,403
540654,1269
448255,1085
344677,3508
358026,3508
183291,499
250073,3508
280178,2424
576681,499
493332,3508
58359,499
350347,403
203173,403
547187,2424
641131,2424
315128,610
352840,2424
172192,3508
547723,2424
80151,2424
66521,499
641151,2424
349571,2424
214701,2424
508639,610
370997,610
187211,2424
172143,1085
87162,200
164897,200
420187,200
201311,58
64126,58
18935,58
159622,58
349737,2424
268620,3508
345343,403
182462,2995
38000,2861
359537,3336
648027,7179
44624,1096
108587,1096
93309,1096
33866,1096
111376,172
23966,172
392545,172
294791,172
128105,58
161658,172
105352,172
30436,172
205849,172
203539,172
464068,3508
502261,172
18940,172
412688,1096
514240,2995
289640,1096
448308,2995
450790,2995
649025,2861
31316,2457
153537,2457
504107,2457
687628,1096
342220,2457
614157,3336
440755,2457
479233,172
256902,172
42266,1096
197734,2457
591353,2457
380521,2457
681831,2457
538633,2457
502288,1184
383807,2457
254254,2423
61743,2457
113025,2423
568216,2457
376731,2457
401712,2457
212867,2457
181686,2457
367465,2457
189539,2423
290388,2423
224852,2423
481166,2457
373300,2423
170366,2423
376175,2423
284000,2423
194214,2457
25229,2457
349903,2423
326363,2457
337748,2423
412934,200
253842,2861
164939,2861
375025,2423
153065,2861
194438,2861
42948,2861
490308,2861
251098,2861
112990,2861
481634,2861
347905,2423
166379,2423
591726,3336
156384,2861
547553,2423
442424,2995
352898,2995
433358,2457
130845,2995
138285,2457
41786,2995
333633,2995
52322,2995
158397,2995
190185,2995
179043,2457
110000,2861
145918,2423
72567,2861
220999,2861
55994,2423
145838,58
243779,2995
419723,58
9594,58
13271,58
411563,2995
131305,2861
672449,2995
352558,2995
683557,2457
308560,7179
371936,58
168530,2995
85588,7179
15844,58
156722,7179
375854,2995
336697,7179
190831,1184
418219,1184
186704,200
360520,200
547314,1184
356024,7179
158375,2995
189604,2861
93758,200
46717,2457
78819,200
380409,7179
574949,7179
606882,7179
290768,3336
482145,200
392744,200
382773,7179
464699,200
422407,200
471797,200
396077,200
415271,3336
106825,3336
455327,3336
182956,2861
544792,3336
284870,3336
225119,3336
537386,3336
345861,3336
538253,2995
408963,3336
237000,3336
544794,3336
292203,3336
511864,3336
265136,3336
362790,3336
137313,3336
290366,3336
172066,7179
288710,58
251447,3336
333353,3336
157484,3336
694528,3336
486767,3336
189600,3336
523529,3336
178078,3336
236966,3336
371345,3336
613505,3336
240262,7179
453096,3336
