,CURRENTCLUB
PlayerId,ClubId
292806,2727
719442,826
712086,2727
502247,2727
140786,2727
125754,2727
236956,2727
615350,2727
308439,826
547889,2727
387191,475
312819,520
482072,520
719456,520
621802,520
404384,520
183836,520
502268,520
478198,520
569845,520
348756,520
239743,826
110822,520
468249,520
129580,520
323403,520
601407,520
707844,2727
460648,2727
379315,520
418553,520
740159,520
470796,520
182891,520
249552,520
38253,27
243714,27
190146,2727
192565,27
208552,2727
900909,27
580195,27
190393,27
50818,520
205657,2727
159471,27
153084,27
122383,2727
190685,27
336869,27
58358,27
353366,27
483046,27
538996,27
424204,27
477460,520
281963,27
40680,27
106987,27
17259,27
235360,1241
166601,27
424881,27
572810,1241
165345,1241
51733,1241
161056,27
87667,1241
59830,1241
467437,27
336307,27
105695,1241
342472,1241
907302,1241
182614,1241
406734,1241
148215,1241
226151,1241
225077,1241
347617,1241
554250,1241
110866,1241
319162,1241
363227,1241
276764,1241
747967,1241
278190,1241
342047,1241
240457,1241
66980,1241
333647,39
119234,39
436585,39
144863,1241
314398,39
200855,1241
106872,39
405689,39
182574,39
344069,39
118847,39
357233,39
240274,39
251878,39
451906,39
156764,1241
82350,39
288253,39
291200,39
470815,39
490609,39
160963,39
598399,2715
729814,2715
906192,2715
685819,2715
126281,39
382096,1241
914046,2715
512690,2715
481116,2715
344695,27
535706,2715
168989,39
160380,2715
671068,2715
738720,2715
103278,2715
366045,2715
272640,2715
272704,2715
916701,2715
191182,2715
503160,39
463133,2715
706622,2715
643528,2715
251299,39
503740,2715
65781,2715
316709,2715
340343,2715
704156,969
60540,969
806792,2715
340328,969
222859,969
113707,969
650350,969
118284,969
127156,969
484743,969
624037,969
111058,969
409498,2715
208512,2715
43984,39
271455,969
335147,969
485965,969
549815,969
72857,969
47713,969
478346,969
371816,969
247915,969
152963,167
345468,167
120205,167
627207,167
569374,969
283001,167
659542,969
42783,167
522245,167
842341,969
588747,167
96043,2715
63022,167
296397,167
57845,167
251302,167
189475,167
146163,167
288429,167
520468,167
569349,167
106405,167
278343,167
314295,167
249157,167
353826,167
345886,167
78339,167
378224,2715
392124,167
38410,167
184922,969
248024,354
463601,2715
420884,354
146714,167
695769,354
412041,3948
440953,58
225569,354
581294,2282
125614,2282
296879,16
147094,2282
894914,2282
565434,172
649035,172
541749,601
269766,601
336370,601
369384,601
684196,41274
638793,2282
585339,601
545400,601
345654,601
808767,3057
56331,2282
405399,3057
193130,601
375877,172
181378,273
399383,3057
377219,3057
502452,3057
202831,601
422763,3057
381968,3057
409511,3057
365451,3057
74544,3057
150482,3057
559328,1096
251303,1096
182201,1096
147043,1096
168471,3057
227532,3057
322702,1096
429086,1096
95755,1096
42714,3057
640735,3057
502239,1096
52746,1096
652803,1096
16617,1096
183383,1096
838813,1096
600481,1096
289510,3057
460378,1096
258039,1096
234193,1096
708876,1096
329519,1096
279254,1096
295060,1096
55687,1096
182424,1096
627358,1096
535282,1096
41982,1096
452584,1096
290537,1096
265383,1096
565428,3057
548254,3057
270541,273
160736,3057
536475,3057
193469,1096
368612,3057
591193,3057
157125,3057
417278,3057
352017,601
224691,601
661171,1096
250138,3057
658742,601
121570,3057
174285,601
502289,601
403692,601
371003,601
592400,601
680218,3057
150711,601
226288,601
598791,601
145840,601
339501,601
503855,601
450218,1096
343953,601
447071,172
627939,172
649019,601
156496,601
294772,172
491296,172
475208,601
446491,172
140310,172
486053,601
901236,172
205550,172
357780,1096
56778,601
848509,172
860048,172
612065,172
129586,172
748506,172
371150,172
613964,172
901224,172
342876,172
333175,172
415383,172
339332,2282
632088,2282
137576,2282
435772,2282
432982,2282
647950,172
623095,2282
511815,2282
743395,2282
265127,2282
293247,172
59641,2282
92164,2282
187718,2282
357072,2282
206717,2282
206734,2282
363223,2282
236168,2282
592403,172
409533,2282
503883,2282
50219,2282
486049,273
801734,273
607226,273
371141,2282
285322,2282
387106,273
711976,273
202278,273
285323,273
266359,273
127142,273
711999,273
442891,273
297070,273
282250,273
654539,273
746695,273
288237,273
711996,273
730581,273
361914,273
290549,172
711969,273
685086,273
45864,2282
112930,58
688246,601
423604,58
203378,58
24484,58
23974,273
163568,273
502302,58
581106,58
435648,58
486039,58
242606,58
360140,58
193592,58
454336,58
337725,58
294730,58
366930,58
548193,58
66736,58
338635,58
253765,58
463737,58
154351,58
565093,58
260806,172
588866,58
137326,58
354482,58
418560,16
486051,58
670882,16
627226,16
35207,16
193900,16
504215,16
191422,16
581678,16
718232,16
187492,16
119296,16
521919,16
576033,273
274461,16
467720,16
35208,16
102226,16
85867,16
170986,16
659513,16
384280,172
388513,16
344598,16
39728,16
100986,16
59238,16
59027,16
388067,16
798043,16
464067,58
388815,16
326029,16
257814,16
339314,3948
910864,3948
260416,3948
338668,3948
533158,3948
449592,3948
409153,3948
148365,3948
554284,3948
57534,3948
35047,16
257987,3948
690478,3948
260829,3948
415035,3948
244221,3948
284730,16
72736,3948
400131,3948
499606,3948
282144,16
168166,3948
110292,354
78570,3948
183120,354
33709,354
621195,354
435808,3948
620566,354
663581,354
359247,354
786829,3948
249570,354
452238,354
187329,354
187283,354
170914,354
649417,354
235275,354
504849,3948
830028,354
268122,354
570819,354
338651,354
216375,41274
188914,41274
357701,41274
225744,41274
425784,41274
354340,354
481198,41274
852953,41274
104414,41274
733431,41274
314974,41274
110797,41274
405892,354
80442,41274
202380,41274
387944,41274
340177,41274
157396,354
554393,41274
164902,41274
490224,41274
289648,3948
19896,41274
289583,41274
371002,41274
64246,354
465715,354
42178,41274
303140,41274
334495,41274
46715,41274
39152,367
166683,367
256429,367
167329,18
520857,18
177065,2687
575594,3948
265763,2861
254284,2861
606849,2861
407347,2861
443855,2861
290551,2861
375718,2861
157635,23826
184672,1531
617408,2861
186399,940
546415,1184
272855,1184
348791,1184
198008,23826
514514,331
46413,331
666563,1184
167721,331
213260,331
471474,331
237662,18
63056,331
95641,331
18644,2687
552425,331
213670,331
488626,331
255653,940
87469,331
169497,331
618809,331
216870,331
69660,331
82503,331
298589,331
71579,331
248738,331
534435,1184
280701,1184
381963,1184
551085,1184
338817,2861
490386,1184
217879,1184
678100,1184
450241,1184
356081,1184
230985,1184
93936,331
497663,1184
298613,331
429259,1184
413565,1184
564785,1184
34870,3368
252677,3368
212391,3368
298575,331
455181,3368
493003,1184
638235,3368
120095,3368
151470,3368
162056,3368
63040,331
168959,3368
71905,3368
844637,3368
349856,3368
197122,331
228917,3368
282700,3368
328480,3368
193784,3368
158791,3368
175323,3368
387129,3368
474589,1184
88590,3368
397676,3368
118997,3368
565429,1184
580434,1184
486046,1184
422460,3368
469718,1184
257851,3368
341110,940
165007,940
282694,940
334042,940
423444,940
70934,940
277137,940
119905,940
373916,3368
636093,940
609361,940
131102,940
448628,940
358250,940
144128,940
199321,940
344381,23826
668276,23826
111078,23826
451276,23826
293385,23826
692462,23826
205569,3368
53418,23826
402008,23826
221315,940
717345,23826
54935,3368
64134,940
348026,23826
202591,23826
277179,23826
93740,23826
309110,940
666234,23826
475959,23826
72047,940
388516,23826
57071,23826
167265,2861
476527,2861
346290,2861
245014,3368
583920,2861
42703,2861
460379,2861
349699,2861
461595,2861
823584,2861
491738,2861
21726,23826
392761,2861
332705,23826
405679,2861
223967,23826
129585,2861
463527,2861
296783,1531
70243,23826
296340,2861
56067,1531
149231,1531
334222,1531
339816,1531
225593,1531
276895,2861
527698,1531
277533,1531
55215,1531
688245,2861
460848,2861
211389,1531
216240,1531
262939,1531
184779,1531
203043,1531
349836,1531
186862,1531
32522,1531
27486,1531
268670,1531
73185,2687
131275,2687
281755,2687
246204,2687
99559,2687
241391,2687
102146,1531
85383,2687
247250,2687
225462,2687
454238,2687
215599,23826
225015,2687
254037,2687
90451,1531
311044,2687
142031,1531
67089,2687
155423,2687
89733,2687
148355,2687
162027,2687
284342,2687
62945,2687
508637,23826
7161,18
48298,18
321096,18
243188,18
520947,2687
278332,18
624690,18
82097,18
495625,2687
307519,2687
524285,18
340480,18
47587,18
403898,18
196231,18
192635,18
124502,18
597804,18
455922,18
31653,18
42205,18
362086,367
153427,367
289272,367
257062,367
504153,18
252667,2687
560483,367
517753,367
192009,367
380598,367
525578,367
608531,367
206947,367
85295,367
341264,367
240360,367
37337,367
258475,367
85791,18
318528,18
32711,18
283489,367
30321,367
227961,3709
628886,368
34601,621
171165,1245
72522,131
122155,150
604813,235
119235,16795
449796,367
57825,16795
611426,16795
424784,16795
625654,681
251897,621
216464,681
238407,681
99353,681
177847,681
594926,681
330352,1531
351478,681
35518,681
289257,681
284732,18
465967,681
129473,681
349066,681
255508,621
59344,681
338424,681
197135,681
43003,681
165467,367
249513,681
580560,681
355628,681
229804,681
351809,681
128969,681
212862,681
177452,237
51510,237
627294,237
256267,237
405398,237
339820,237
139435,237
557149,237
517842,681
634431,681
513031,237
126751,237
442805,237
72479,237
339699,237
678194,237
65318,237
166677,237
237499,237
378463,237
289255,681
278296,237
29051,237
562742,237
616369,681
207302,237
251876,237
413262,16795
89297,237
262365,16795
58799,237
316884,237
282722,16795
631221,16795
59551,16795
297784,16795
281989,16795
60542,16795
376588,16795
223053,16795
58330,16795
225020,418
423440,681
448844,16795
67548,16795
95963,16795
468700,16795
631222,16795
120443,16795
284430,16795
367464,16795
56523,235
241486,235
345590,235
469082,235
93935,16795
292805,235
211251,16795
376675,235
674261,235
45562,235
566911,235
361122,235
452068,235
30670,235
524687,235
487688,16795
416802,235
38003,235
266414,235
235274,235
358021,235
426280,235
325924,235
430475,235
383705,235
192611,235
387197,235
278359,150
7663,150
257376,16795
198638,16795
141834,150
315289,16795
126737,150
66106,150
203496,150
263856,150
20506,150
429901,150
371174,150
160431,235
100131,150
277384,237
328455,235
630995,150
193098,150
62920,150
113133,150
99922,150
401624,150
135492,150
40423,150
341227,150
68645,150
18922,418
39381,418
296622,418
191217,150
412363,418
451297,235
50202,418
257462,418
371998,418
101118,150
31909,418
369081,418
16306,418
221316,418
138927,418
44501,418
525299,418
342385,150
291417,418
58884,418
59016,418
234811,150
401530,418
108390,418
378139,150
27992,418
58864,131
204103,131
288230,131
724520,131
398184,131
466810,131
85370,131
331511,131
466805,131
646740,131
167850,131
640428,418
65230,131
404839,418
15951,131
361104,131
636688,131
69751,131
326330,131
319745,418
18944,131
182904,131
331505,131
466794,131
85288,418
466783,131
95732,131
683840,131
571020,621
111819,131
338425,621
480267,131
54235,621
126540,131
524010,621
364240,131
300168,621
96718,621
197545,621
255501,621
709187,621
251896,418
178425,621
338285,621
527838,621
524000,621
610083,621
158863,621
668183,621
74857,131
61812,621
182877,368
433049,368
223725,368
625014,621
111630,368
361254,368
125165,368
111961,368
20005,368
85258,621
32467,368
262396,621
263727,368
51174,368
74294,368
15956,368
60410,368
182579,368
329145,368
411975,368
396107,368
94308,368
402733,368
170646,368
298976,3709
251106,3709
189441,368
67082,3709
319160,3709
398163,3709
284854,3709
290249,3709
137616,3709
357162,3709
273152,3709
76746,3709
379548,621
189453,3709
376514,3709
577486,3709
284884,3709
255488,621
207834,368
199369,3709
341713,3709
214775,368
494880,3709
226012,3709
479675,1245
302991,3709
328264,1245
275682,1245
649490,1245
565778,1245
368860,1245
628331,1245
246335,3709
740615,1245
338636,1245
208542,1245
625861,1245
142929,1245
286005,1245
408839,1245
31182,1245
679050,1245
179467,1245
481091,1245
563392,1245
143029,3709
618405,1245
585711,1245
85289,1245
80188,1245
583218,1245
53116,1245
683895,1245
511168,1245
615326,1245
91849,368
221150,3709
683952,1245
25118,1435
523998,467
289404,467
511454,385
311489,714
93637,468
23553,468
555719,467
216815,200
523318,200
101531,1245
81808,467
369103,403
326030,403
396847,403
367981,403
288067,403
88968,403
390688,3709
251345,403
185817,403
223225,403
673344,403
205276,403
257988,403
361516,403
41355,317
645173,317
582131,317
124863,133
342152,133
271743,200
288233,133
258511,133
481084,1049
317593,133
370042,403
213671,133
410735,133
315233,133
195359,133
587333,133
501640,133
441216,403
435821,133
766810,133
113996,133
339331,133
79194,133
250030,133
182446,3508
212191,133
401836,3508
499956,3508
749552,3508
451282,133
237669,3508
243744,133
282927,3508
502245,3508
148376,3508
473201,3508
577455,403
291222,3508
52811,3508
393241,403
316422,3508
338680,3508
110668,3508
848083,3508
31131,3508
277723,3508
491298,3508
678491,3508
617982,3508
430579,3508
48064,3508
371461,133
667902,133
160361,133
591363,317
214346,317
242063,317
324344,317
342702,317
596158,317
524043,317
416660,317
30003,317
591803,3508
321204,317
588744,317
667903,3508
42748,3508
374212,317
251885,317
202788,317
361207,317
562702,317
529425,317
207006,317
315253,317
618086,317
391780,403
584452,403
88074,403
209933,3508
142208,403
239044,403
477476,403
277242,403
250450,403
159382,3508
573775,1049
360514,317
98322,1049
537382,1049
225122,1049
569375,1049
396894,1049
418661,3508
503991,1049
53696,317
417575,1049
173900,1049
170472,1049
617074,1049
623024,1049
320271,1049
646750,1049
298583,1049
346289,1049
372246,1049
353032,1049
227805,1049
146227,1049
196829,403
371980,200
412940,200
246197,200
268713,3508
481117,200
300532,200
190222,200
255474,200
495629,1049
20586,200
130257,403
182582,200
420213,200
122421,200
150663,200
128042,200
502676,1049
596148,200
536477,200
288449,200
367466,1049
19409,200
596178,200
477249,200
187105,200
607133,200
315235,200
152460,200
462285,200
288228,468
312493,468
250591,468
227039,468
578804,468
57303,468
163724,468
333815,468
295780,468
56836,468
149498,1049
135208,468
424330,468
56381,468
458734,200
255748,468
151494,468
119061,468
129991,468
123520,468
326701,200
162038,714
448344,714
288318,714
140436,714
570421,714
460655,200
42920,714
295622,714
182581,714
340353,468
378293,714
142021,714
129444,714
399775,714
88490,714
544106,714
67090,714
258519,200
221322,1049
92947,714
488296,200
8176,714
561613,714
34370,714
457736,385
66783,385
501418,714
357884,714
354741,714
225431,385
495963,385
247380,385
411537,385
187809,385
351071,385
64506,385
432852,385
102423,714
82281,385
201248,385
140032,385
335225,714
892047,385
359692,385
180843,385
168787,385
122695,385
52403,385
687560,385
258362,385
196860,385
462086,467
119034,385
636170,467
288259,385
489929,467
241378,467
16120,467
320265,467
490383,467
485587,467
274640,467
491292,467
258364,467
177866,468
541134,467
707364,385
296227,467
406632,467
492313,467
547499,467
408471,714
205128,467
490888,1435
43113,467
443222,1435
258335,1435
322073,1435
646991,467
410854,1435
251848,1435
61846,467
34784,467
361112,1435
340791,1435
369552,1435
91251,1435
369554,1435
519651,1435
406091,1435
451673,1435
187188,1435
313729,1435
486057,1435
546926,1435
326329,1435
448257,1435
85904,1435
153751,1435
276853,1435
690624,1435
293754,1435
283185,385
436063,1435
357826,499
167342,499
400550,499
847022,202
110906,202
566043,385
596884,2995
523364,7179
85093,383
365758,383
525287,383
409517,383
358504,383
503987,383
740230,7378
535958,7378
403800,1435
854606,7378
173617,7378
262002,7378
674088,7378
637802,7378
321182,1269
651205,7378
271498,2995
214070,7378
612024,1435
299400,7378
289196,7378
265589,7378
867107,7378
82410,234
130756,7378
340325,234
721470,234
473169,610
181375,610
602105,610
594550,7378
574385,610
238367,6912
524929,6912
424769,6912
188911,7378
461937,6912
213268,234
474590,6912
226155,7378
590302,6912
526111,6912
197880,6912
291939,6912
95429,6912
68275,6912
223977,6912
481513,6912
36139,610
270055,6912
539183,6912
371245,6912
77832,6912
340524,6912
71830,6912
45243,6912
258029,6912
479636,7378
317806,234
182932,610
470394,610
519731,610
478573,610
129554,610
401356,610
123349,610
543499,610
12282,610
131225,610
418543,610
340456,610
420243,610
635129,610
4311,610
